20130812 000000;1689.47;1689.47;1689.47;1689.47;000;
20130809 000000;1691.42;1691.42;1691.42;1691.42;000;
20130808 000000;1697.48;1697.48;1697.48;1697.48;000;
20130807 000000;1690.91;1690.91;1690.91;1690.91;000;
20130806 000000;1697.37;1697.37;1697.37;1697.37;000;
20130805 000000;1707.14;1707.14;1707.14;1707.14;000;
20130802 000000;1709.67;1709.67;1709.67;1709.67;000;
20130801 000000;1706.87;1706.87;1706.87;1706.87;000;
20130731 000000;1685.72;1685.72;1685.72;1685.72;000;
20130730 000000;1685.96;1685.96;1685.96;1685.96;000;
20130729 000000;1685.33;1685.33;1685.33;1685.33;000;
20130726 000000;1691.65;1691.65;1691.65;1691.65;000;
20130725 000000;1690.25;1690.25;1690.25;1690.25;000;
20130724 000000;1685.94;1685.94;1685.94;1685.94;000;
20130723 000000;1692.39;1692.39;1692.39;1692.39;000;
20130722 000000;1695.53;1695.53;1695.53;1695.53;000;
20130719 000000;1692.09;1692.09;1692.09;1692.09;000;
20130718 000000;1689.37;1689.37;1689.37;1689.37;000;
20130717 000000;1680.91;1680.91;1680.91;1680.91;000;
20130716 000000;1676.26;1676.26;1676.26;1676.26;000;
20130715 000000;1682.50;1682.50;1682.50;1682.50;000;
20130712 000000;1680.19;1680.19;1680.19;1680.19;000;
20130711 000000;1675.02;1675.02;1675.02;1675.02;000;
20130710 000000;1652.62;1652.62;1652.62;1652.62;000;
20130709 000000;1652.32;1652.32;1652.32;1652.32;000;
20130708 000000;1640.46;1640.46;1640.46;1640.46;000;
20130705 000000;1631.89;1631.89;1631.89;1631.89;000;
20130703 000000;1615.41;1615.41;1615.41;1615.41;000;
20130702 000000;1614.08;1614.08;1614.08;1614.08;000;
20130701 000000;1614.96;1614.96;1614.96;1614.96;000;
20130628 000000;1606.28;1606.28;1606.28;1606.28;000;
20130627 000000;1613.20;1613.20;1613.20;1613.20;000;
20130626 000000;1603.26;1603.26;1603.26;1603.26;000;
20130625 000000;1588.03;1588.03;1588.03;1588.03;000;
20130624 000000;1573.09;1573.09;1573.09;1573.09;000;
20130621 000000;1592.43;1592.43;1592.43;1592.43;000;
20130620 000000;1588.19;1588.19;1588.19;1588.19;000;
20130619 000000;1628.93;1628.93;1628.93;1628.93;000;
20130618 000000;1651.81;1651.81;1651.81;1651.81;000;
20130617 000000;1639.04;1639.04;1639.04;1639.04;000;
20130614 000000;1626.73;1626.73;1626.73;1626.73;000;
20130613 000000;1636.36;1636.36;1636.36;1636.36;000;
20130612 000000;1612.52;1612.52;1612.52;1612.52;000;
20130611 000000;1626.13;1626.13;1626.13;1626.13;000;
20130610 000000;1642.81;1642.81;1642.81;1642.81;000;
20130607 000000;1643.38;1643.38;1643.38;1643.38;000;
20130606 000000;1622.56;1622.56;1622.56;1622.56;000;
20130605 000000;1608.90;1608.90;1608.90;1608.90;000;
20130604 000000;1631.38;1631.38;1631.38;1631.38;000;
20130603 000000;1640.42;1640.42;1640.42;1640.42;000;
20130531 000000;1630.74;1630.74;1630.74;1630.74;000;
20130530 000000;1654.41;1654.41;1654.41;1654.41;000;
20130529 000000;1648.36;1648.36;1648.36;1648.36;000;
20130528 000000;1660.06;1660.06;1660.06;1660.06;000;
20130524 000000;1649.60;1649.60;1649.60;1649.60;000;
20130523 000000;1650.51;1650.51;1650.51;1650.51;000;
20130522 000000;1655.35;1655.35;1655.35;1655.35;000;
20130521 000000;1669.16;1669.16;1669.16;1669.16;000;
20130520 000000;1666.29;1666.29;1666.29;1666.29;000;
20130517 000000;1667.47;1667.47;1667.47;1667.47;000;
20130516 000000;1650.47;1650.47;1650.47;1650.47;000;
20130515 000000;1658.78;1658.78;1658.78;1658.78;000;
20130514 000000;1650.34;1650.34;1650.34;1650.34;000;
20130513 000000;1633.77;1633.77;1633.77;1633.77;000;
20130510 000000;1633.70;1633.70;1633.70;1633.70;000;
20130509 000000;1626.67;1626.67;1626.67;1626.67;000;
20130508 000000;1632.69;1632.69;1632.69;1632.69;000;
20130507 000000;1625.96;1625.96;1625.96;1625.96;000;
20130506 000000;1617.50;1617.50;1617.50;1617.50;000;
20130503 000000;1614.42;1614.42;1614.42;1614.42;000;
20130502 000000;1597.59;1597.59;1597.59;1597.59;000;
20130501 000000;1582.70;1582.70;1582.70;1582.70;000;
20130430 000000;1597.57;1597.57;1597.57;1597.57;000;
20130429 000000;1593.61;1593.61;1593.61;1593.61;000;
20130426 000000;1582.24;1582.24;1582.24;1582.24;000;
20130425 000000;1585.16;1585.16;1585.16;1585.16;000;
20130424 000000;1578.79;1578.79;1578.79;1578.79;000;
20130423 000000;1578.78;1578.78;1578.78;1578.78;000;
20130422 000000;1562.50;1562.50;1562.50;1562.50;000;
20130419 000000;1555.25;1555.25;1555.25;1555.25;000;
20130418 000000;1541.61;1541.61;1541.61;1541.61;000;
20130417 000000;1552.01;1552.01;1552.01;1552.01;000;
20130416 000000;1574.57;1574.57;1574.57;1574.57;000;
20130415 000000;1552.36;1552.36;1552.36;1552.36;000;
20130412 000000;1588.85;1588.85;1588.85;1588.85;000;
20130411 000000;1593.37;1593.37;1593.37;1593.37;000;
20130410 000000;1587.73;1587.73;1587.73;1587.73;000;
20130409 000000;1568.61;1568.61;1568.61;1568.61;000;
20130408 000000;1563.07;1563.07;1563.07;1563.07;000;
20130405 000000;1553.28;1553.28;1553.28;1553.28;000;
20130404 000000;1559.98;1559.98;1559.98;1559.98;000;
20130403 000000;1553.69;1553.69;1553.69;1553.69;000;
20130402 000000;1570.25;1570.25;1570.25;1570.25;000;
20130401 000000;1562.17;1562.17;1562.17;1562.17;000;
20130328 000000;1569.19;1569.19;1569.19;1569.19;000;
20130327 000000;1562.85;1562.85;1562.85;1562.85;000;
20130326 000000;1563.77;1563.77;1563.77;1563.77;000;
20130325 000000;1551.69;1551.69;1551.69;1551.69;000;
20130322 000000;1556.89;1556.89;1556.89;1556.89;000;
20130321 000000;1545.80;1545.80;1545.80;1545.80;000;
20130320 000000;1558.71;1558.71;1558.71;1558.71;000;
20130319 000000;1548.34;1548.34;1548.34;1548.34;000;
20130318 000000;1552.10;1552.10;1552.10;1552.10;000;
20130315 000000;1560.70;1560.70;1560.70;1560.70;000;
20130314 000000;1563.23;1563.23;1563.23;1563.23;000;
20130313 000000;1554.52;1554.52;1554.52;1554.52;000;
20130312 000000;1552.48;1552.48;1552.48;1552.48;000;
20130311 000000;1556.22;1556.22;1556.22;1556.22;000;
20130308 000000;1551.18;1551.18;1551.18;1551.18;000;
20130307 000000;1544.26;1544.26;1544.26;1544.26;000;
20130306 000000;1541.46;1541.46;1541.46;1541.46;000;
20130305 000000;1539.79;1539.79;1539.79;1539.79;000;
20130304 000000;1525.20;1525.20;1525.20;1525.20;000;
